Sequence_ID,GC_content
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___d7c111c693f8d6103f26b00939f3c41ce6e4dd12ffdc812b11d8bdcb,48.66
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___42d96b5df7e5fcaa55b65d8b13d34e5ebfbf50d7766c7d1ffcdaea30,48.48
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___7c549c1d75b52a7139c07e51eff3cf8e4f9bac3736d8597271df6e20,47.39
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___dfe76c6f36595593948168d455309ea192750b2e4aedf7d801767c41,48.66
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___a30733eca25441795ab65b0b93e6700be41da02ba47f8ee74a309582,52.27
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___347e12fde7b6db182f5d9258647de2d34091c0f18d273221deb4d668,51.89
PsbA-nuc-Nostoc_flagelliforme_CCNUN1.fa_2Z87P.faa.final_tree.fa___photo_hmms___baecdb02af28eb1d3b56f36e32a9c7cb9510afe48f1aaea49e94d851,48.94
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___1c3e801acf48bdf01d9f46c9605e533dd8d16d894812243427868473,41.74
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___9792618d3d9e457ddb4216ea0fb6f6e605aa316b8f6dc9b849a86394,48.11
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___0b39fb46b484691d264c9652683622700343246f57d1993a5fcdd33e,48.2
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___9e09ae0691fa33db5f0fdf3d080c6a9ebcbf4ba1f8d8e01014c12c06,51.61
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___c8834e767fb6c6d388fbd2150a545c90728f3554cf2bf7643e3e260a,51.7
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___9242afc33f2ec7ec4cb356a10d352af6a1213360d7ccf70bcfe74944,47.46
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___f39583b8928fdc2074f8195f3c10d88f650b4bfe48330350a218fda9,48.2
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___04a2f693bdc8e0409ad3cf84b78ea0cf4dd467c9260bd4fd120e2c64,46.62
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___4ecf73eca5012ebadb597db05fe7e1a55f581c0c8128ab1a425f1291,49.26
PsbA-nuc-Nostoc_sp_ATCC_53789.fa_2Z87P.faa.final_tree.fa___photo_hmms___17447db0c6936af8a983a16877138b18b415ee8bac5f603c3ee10565,48.2
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___99490d3e6b5ce596eecc6973c6cd1f408afd790a4f81319af4c8b8ac,48.94
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___e3d053c4bd0ba13a615701126c7972932bba046b0b1a1057b9908fc1,48.2
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___d7fd90de359a893b8eac07c6cb886441b4cea57683ccb38433c22054,46.24
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___32b66d759a23896efc7b88f8fea045bba70f414eb6f260f6fcc25f44,44.06
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___3b9236d2dddb67d1e15a3353d03dd89486880df33dc63f61d2a40404,48.48
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___5d7ed62645399605d2bef498b1dc6c4af73d7b2d4c5801d034193158,48.85
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___edbbb038e045d7f621448c9f006f9d51eee28e8858b9a970f4b7f01e,52.65
PsbA-nuc-Nostoc_sp_C052.fa_2Z87P.faa.final_tree.fa___photo_hmms___96d29de1c247c2d14ea8ba42a6e010c0a32cf7e4944391f27d12a388,52.18
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___2c5619ccceb5b391098d2c675d0b5c7e63ddd83e14b7664cd69d4270,41.92
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___0b2ecf61b7e86d98c68a0890d46fe59f517d696de87584979c08ee1c,48.48
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___7720c1c42a6fc812f66df9f893f46bf6b4c89852e99552b1a4e7da75,47.92
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___c6291fe68c59f6fde200ff5e0704b89cca61eccb29e0c90b2116d36b,51.52
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___c57a7981c0e2cf0f3520fb02e80c6f861d8b9203b7b6e6cea07ccbe1,51.23
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___789ddb93f46f19520d039179aee6c6ee7a8eb2d3ea103703102f2520,48.2
PsbA-nuc-Nostoc_sp_C057.fa_2Z87P.faa.final_tree.fa___photo_hmms___ad869fd821e7a244ab1b5425cc2627f51ff65603ae489363ed54db0e,47.46
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___4ba561bf2982f077c006d4babebe2a19324e7f10b2d75ad199411467,50.14
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___3bf56ce50ef4fa6d81dbf637b43bc897d1b131f27b6ef26b203b4e54,50.6
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___3a82e2f18edb707af13b4e0839099d371d5d450dce4d28892f7f87c5,50.05
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___5699dabb07b2278c752f1cb90d1dda58d0ccdb9caed1a8c57efb282d,50.85
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___214da7cbc3aca63b3d70d404a783d9a942aaf9f04c141c8c3ed61679,50.19
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___81759a28c4c277d5ec62de78c9e0b34cab4cb0a7f4e053d1b87329d3,43.89
PsbA-nuc-Nostoc_sp_CENA543.fa_2Z87P.faa.final_tree.fa___photo_hmms___24951f38ece923348487f1c03595e5988130cee476694e9498fd4607,48.75
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___284050a7c84a98332856716aa1c0f876c9cc19a59d59eefe425bfac5,49.22
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___29734e41ea06abf85f80b15e2d9c491508f1e9095af035228b9fb606,49.22
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___56603585e6a7417feea5933eb0eff21a03230ce07c7d892eaad4c271,51.27
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___8c2df560dbc4391f18aae016565a95645998da6d3abc62d078181dea,49.12
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___3f081527dfe11fdcf750e5786fc0c5e716b02f995361c9af4ccb4347,47.64
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___7529b9645e415931b6922c69bf2732a4935a3c6ffbd5f1ce21fe522c,51.46
PsbA-nuc-Nostoc_sp_HK-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___964178fd28b22396622c704abe8f5a6969197061c8b27e866e2be78e,49.58
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___80f271957b33be3ef5f017e7e932f58ef0a0c895e1b0c3f6e15acd13,45.99
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___033b3d10b5974a139346a337e7fe53b6ffe0c9e3da8e56ea0f3c160c,41.92
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___23388cf0bec83861ee58993115eff3014c8824689603e4ea8f0c2d15,48.75
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___b890248b03f21970b327b495ae309f113052ed73427906b6e23c227d,47.0
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___1f8f1130634883efb605664c06d7ddc6440115432c7787c511b039e3,49.22
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___accbabac8dcb6f7cc5add4a195e3759015304eea80fb6575b6374bdc,48.2
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___cd7a8866bca346be6971f9f61eec5e6bcf9616815d33fec38b86f583,47.62
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___b960f6ca19d5d7d5bc06ee48bd2f36f74209e9023cd036a170b457c5,48.38
PsbA-nuc-Nostoc_sp_KVJ20.fa_2Z87P.faa.final_tree.fa___photo_hmms___804b3078b73b08bff2839b355dd7dc820dd9f5603a3012ad7a8f6fd1,52.48
PsbA-nuc-Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont.fa_2Z87P.faa.final_tree.fa___photo_hmms___63445942f6c3b716cbf14f1f149551302d0dc496eb080b8cef47d8ec,47.55
PsbA-nuc-Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont.fa_2Z87P.faa.final_tree.fa___photo_hmms___d1f472bbacda703726e1ed8dcac46c5f1741e7742a9ffece2c27c6e5,47.65
PsbA-nuc-Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont.fa_2Z87P.faa.final_tree.fa___photo_hmms___0c4b10fc190af94568c319b7e6b5d2231379201f319b5913869c909e,51.99
PsbA-nuc-Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont.fa_2Z87P.faa.final_tree.fa___photo_hmms___8ee393d8e240bca99af28e328304682fb4119bb5afbec783f2015d9d,48.01
PsbA-nuc-Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont.fa_2Z87P.faa.final_tree.fa___photo_hmms___c6dfe0c32775549c932717e8afb19152601943d23e6ab5f5ac3927b2,48.48
PsbA-nuc-Nostoc_sp_Lobaria_pulmonaria_5183_cyanobiont.fa_2Z87P.faa.final_tree.fa___photo_hmms___0a856b9dda646ad690bc750935eda8b228610aa893765f8db3b66b7b,51.8
PsbA-nuc-Nostoc_sp_MBR_210.fa_2Z87P.faa.final_tree.fa___photo_hmms___eb538a95818bb74d582aede2aee67b9f958932f1b2316c35eeaa80c6,47.55
PsbA-nuc-Nostoc_sp_MBR_210.fa_2Z87P.faa.final_tree.fa___photo_hmms___ddace56fef404e3a8e4df559b64346bb3f2d5a5fcc494b2749f64653,49.68
PsbA-nuc-Nostoc_sp_MBR_210.fa_2Z87P.faa.final_tree.fa___photo_hmms___54e57ff2e312db29cb7ed65922ca34ca41159867067d8452be41f6e9,52.03
PsbA-nuc-Nostoc_sp_MBR_210.fa_2Z87P.faa.final_tree.fa___photo_hmms___cbb978fccfc0aea3f47851af81295348786a606469cbdb14342d5a8f,39.59
PsbA-nuc-Nostoc_sp_MBR_210.fa_2Z87P.faa.final_tree.fa___photo_hmms___a945c4df7683f80e0415779805abc887d2b8957a714adbb4bc6f68ab,49.77
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___d23bf6a230f0421585ef8ff1b91963e8dabb13b49825f892e7faf1ea,48.29
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___45b9ea300b7f3af4b41c4439fa557b8963f52aace2da20814cd651f5,50.66
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___7da968cf6fd357c0d090274126fed8a9944e4da801162b8528ec836d,49.68
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___1d3a7b3af973f1940cd9358bbc57915a39e2296639104094fa88c2d4,49.23
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___6e665963afe9f666ac1a0f7ee570cd5e9c7ea2a4c0fa64e09989cad5,50.85
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___f4ce4ff008d9b054473551727c92a860eff2c3a1a8c710a05a98a5da,49.54
PsbA-nuc-Nostoc_sp_NIES-3756.fa_2Z87P.faa.final_tree.fa___photo_hmms___42bad013676ce20797352ab92952d77d9b41a0bf5ebea02b79ff8260,48.11
PsbA-nuc-Nostoc_sp_PCC_7107.fa_2Z87P.faa.final_tree.fa___photo_hmms___a905014b0e4184e17c7541b6e44cf27a639c702f335f7fbfd2778760,49.49
PsbA-nuc-Nostoc_sp_PCC_7107.fa_2Z87P.faa.final_tree.fa___photo_hmms___15962fd59385d3a970f4c117db90a8544e071d9b1569426dbfb6ce19,50.05
PsbA-nuc-Nostoc_sp_PCC_7107.fa_2Z87P.faa.final_tree.fa___photo_hmms___d4441d88d2709b1139f9e7c142443ae15cb09f19e47a1381b692439f,50.05
PsbA-nuc-Nostoc_sp_PCC_7107.fa_2Z87P.faa.final_tree.fa___photo_hmms___521c619e38b9d96eb98d2106432e0b9b6c193edd784a130db5cdd96f,49.58
PsbA-nuc-Nostoc_sp_PCC_7107.fa_2Z87P.faa.final_tree.fa___photo_hmms___127b952ceb1046f2eda75d3d5f6c4949c2e81d6efe9262a7421c4e1a,48.01
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___412baa99b3cbb6cad8e45875871058237990592acfc890140ed59293,48.85
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___662e173de44a8214af7be4bb5c79fd37e05d03b3fb6c8c72da1901cf,48.48
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___d201cf349cfbda191bcb15ec94e81348d1719c6f24ee4f4ed9a793ea,44.88
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___13086530e868adf5cbceb040797047cc722c40a18127ea9268cc7404,50.57
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___946b664c998f31bf2122dcbe7f3d4e189139f5dccdea221a4c1cdca3,50.57
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___8a9b6b061aa11a05a55a2ff487a58167bd7c66b076ba00a02965356d,48.66
PsbA-nuc-Nostoc_sp_PCC_7120_FACHB-418.fa_2Z87P.faa.final_tree.fa___photo_hmms___23b6608c42812e32e3e56c9e9e5f33ac28fdfdf02251dcc5584417fb,48.75
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___f196b3feacf83a8d86db2f3d97008750db880bd80c9e8e5dfc0558fd,52.75
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___d1422be761920bb14ac16b4562a26d549da7e6d27bd4781111d09429,49.95
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___b3ba8fd93d7a8cf15534a7873f452003a6cf19df0ca2a1c74b29aa3f,45.8
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___2deee21f347b7ddfd8bb4f47172b8cf160094e73b9ca359f409a8fd1,49.77
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___6969c93a0b60e2a8e6b1f47fdeeefee4e560cdf7f1b5399b2e2c0e7d,52.75
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___72e9c28edca9b77a3fdbdfc96bc85fa92050a7240170902dc6a41ddb,49.95
PsbA-nuc-Nostoc_sp_PCC_7524.fa_2Z87P.faa.final_tree.fa___photo_hmms___92ca4b88df68531bb386ff052ff436858a20ba5d50b306de388c2d1b,45.8
PsbA-nuc-Nostoc_sp_Peltigera_membranacea_cyanobiontN6.fa_2Z87P.faa.final_tree.fa___photo_hmms___b1421e360c3700504841bdf773da9d3cefa5614b06d11aae19ea0b95,51.52
PsbA-nuc-Nostoc_sp_Peltigera_membranacea_cyanobiontN6.fa_2Z87P.faa.final_tree.fa___photo_hmms___9c293993851cc9879e6b5aa465141eb92feb1c10ece4215e00a027f3,49.68
PsbA-nuc-Nostoc_sp_Peltigera_membranacea_cyanobiontN6.fa_2Z87P.faa.final_tree.fa___photo_hmms___8d92c7bca8a6c4259942efce725d916e3d9c2b20853bac766e89356d,48.94
PsbA-nuc-Nostoc_sp_Peltigera_membranacea_cyanobiontN6.fa_2Z87P.faa.final_tree.fa___photo_hmms___bf70b549a990a174f8b79428015cbcf67ddda76319cbe6d8af03b4dd,49.03
PsbA-nuc-Nostoc_sp_Peltigera_membranacea_cyanobiontN6.fa_2Z87P.faa.final_tree.fa___photo_hmms___80dcd9409e2583d8c9302ba51ea5b484d1ac083770d191020ed8f40a,51.89
PsbA-nuc-Nostoc_sp_Peltigera_membranacea_cyanobiontN6.fa_2Z87P.faa.final_tree.fa___photo_hmms___76e982a1520d6686886ab5ac8516f44e5d8c8c37b1d9a9461f334860,49.31
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___c99f2d53442c8321bc1dc573eb9768c59b85fb010fe23214c9404b6f,48.11
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___932ec02111fbf26d8a916434d4205cc16d87c04105a5c33ef7377fc9,48.01
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___be7209298dc76aa6fda286195864743afd1372310001e7503965c05a,47.92
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___a905bba7d6919aa4959dc300ad239fc8a75763030d14d218156f2fb6,41.64
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___47dba41064d1e3194c0626f1fc2d7d99f1966513d0c475d0773a5928,48.01
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___39376acbf64665f92cb8d0a0c176ead56e70e7e28527ec56bf82c7e6,50.62
PsbA-nuc-Nostoc_sp_TCL240-02.fa_2Z87P.faa.final_tree.fa___photo_hmms___33fceabae7b173fbc4853da46719ea28d32fa11cadb8be4586b68366,51.33
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___e733a9a6560937effca5e68f6c8c2b9b3c39bc64264fb81dec20cf8f,49.58
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___ae900b95bd5d99d603e21131fcbb89719b5820e0942a6b900cb64865,42.78
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___0188262b499530f499eff09651e959694ae47e115d9b096329391119,51.7
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___62c19c36930a1205fc6e0f6d93e3696ccbddbb92eab8cf5b5e63fdf6,49.58
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___a779a200155bc43eb5a62deed75683448346c453b08252910f56d169,51.61
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___b4903ad8268cfed2e989df677cc4181227ccf266885afeeb923e21f4,49.58
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___9cdf84112767dc693da40f98b2c3117290baee37448b4155aacedc8e,49.47
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___3cd39b3fd481d5ed41ec943fab8fcdac05bb607844e35b35f8e75ea1,51.1
PsbA-nuc-Nostoc_sp_TCL26-01.fa_2Z87P.faa.final_tree.fa___photo_hmms___023d15657bec06cb0bc7f55af16635dc159b0dece889322fc9a66375,48.29
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___4ec49992def36c7f493d0cf6a1d76f154d42bfc45483b125ffd08758,44.14
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___e94225f11703c897c7b82cf4902083360fb631970a65ea5f557a8d4b,48.66
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___fba48b9fd46a4304683026aa2e7133fbcd07ffd51ffaf15c5dee5290,48.75
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___fc3e25d206023ea83035d4d5a3e9526a67e9734ca8ae1fc08d5b526d,48.75
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___b5f8ac0b97bb1d26839a01b98e7e67c19e3574b3813b36e8430b3464,48.94
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___e87849410daf133d8c1a58493f1ed3aa1013bb24f26391b4a9cd9d27,49.12
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___abc686e3e65709bd55252ddd6c178ccdc50586502932ff013e1bd017,50.47
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___6e106133ebe517b4804819271b64917a03523b6fc2421bdd211c0120,48.66
PsbA-nuc-Nostoc_sp_UHCC_0702.fa_2Z87P.faa.final_tree.fa___photo_hmms___69e1229a6df264a3fefe4772636fce10878f9a7f11cfea1a055c3b66,50.28
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___8df88d95f4586f87ffff2351f8b47a9cf7a2c9fa6cce63fd0f781427,48.66
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___451fb24e98a9341b498513c340c94e22ac4a9ae921b60e49a38588dc,48.75
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___c33b0ada7545732c4233533218359655d3e3b4baac7fe254e07ade28,48.48
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___c4f2d7ab20d17df79472e65359c14b80c50bfc057edde8749600309a,51.42
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___a0804c84d949f8de3be9ecd35133e370593a34c69a71d85ef482b8a5,48.38
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___eeb9ae13f1390082389e724bcc1e2b3d956afa1b6d7b6d5b4dbb9637,48.57
PsbA-nuc-Nostoc_sphaeroides.fa_2Z87P.faa.final_tree.fa___photo_hmms___15ce896705a19a77dc61f7e11993cc21cc741a07b2e457fbd7a50353,51.52
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___ceee14cafe02a3e2902ac601f2359a7ad94882ba24c2dc731dc48f1c,48.75
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f986e644f84a0790cb47c70c3d8405b095736b0f27d9408471a2ed96,51.61
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___a6217d9b292087ed1ceb8a9965c5841e0f4303f5da54301c0f151614,48.57
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___4f6271faf2130208b6813934f1eda93f0cdb443cda3dca10c35afcd8,48.01
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___9aa4ad3ef0c7b500ae35e2ec26386ed712b162d0247d5a2bddb8ba3f,51.33
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___3ba05807aa361a6a8595ae951cf904714186cd6836520478e083da67,48.48
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___54f43ad3e442ebbf9b75347cc293980110f3f92be52f0bee5a358d2d,48.75
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___55db41f9ed1e309f4d307920d2c4269d7a994119d6409f68f368a85c,42.22
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___1dffabf4bd3b57dd9465a9c84f6f40314133c1ab0ade5ecedd4acfa8,44.1
PsbA-nuc-Nostoc_sphaeroides_CCNUC1.fa_2Z87P.faa.final_tree.fa___photo_hmms___45b93da141496a3a9eef87e926cc5b1ddcce1d2fcf33c8e9a9854b21,46.81
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___83a07be6bf77c5fd1a746d8a41173c1791f905aeff93a4d570c16cb3,52.08
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___6af931fea34ebb419258f2b4b7dcf9708e65270aabe74728f7016333,52.18
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___659963ec274367e1bf61c273637699d1af64ee01f0b44a41ddb85606,43.51
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___65655becdac540f9ccf921eaa8c8954128d18ed260281d412cd30f46,49.58
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___9500e08eb4f772ef7f82cfc5a16b1360f93d38e37af531665b9ba564,51.89
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___9095de572da51f39248567dd3f92dd2a13fca711b66977a16793913c,50.6
PsbA-nuc-Nostocales_cyanobacterium_HT-58-2.fa_2Z87P.faa.final_tree.fa___photo_hmms___75ec3668f7ba5ca29081ff568dac8bfb2c6c42f918a7cb3326e29daf,46.17
